quantity,unit_price,order_date,promised_delivery_time,actual_delivery_time,delivery_status_x,order_total,payment_method,product_name_x,category_x,brand,price,mrp,margin_percentage,shelf_life_days,min_stock_level,max_stock_level,delivery_time_minutes_x,distance_km_x,delivery_status_y,order_hour,order_dayofweek,is_weekend,customer_total_orders,customer_total_spend,customer_avg_order_value,customer_total_quantity,last_order_date,customer_recency_days,is_repeat_customer,product_name_y,category_y,total_units_sold,product_total_revenue,product_revenue_share,delivery_time_minutes_y,distance_km_y,delayed_flag
1,16.86,2024-05-08 17:34:39,2024-05-08 17:52:39,2024-05-08 18:01:39,Slightly Delayed,2187.85,Card,orange juice,cold drinks & juices,toor-nagar,16.86,24.09,30.0,180,11,74,9.0,3.07,Slightly Delayed,17,2,0,4,10276.97,2569.2425,6,2024-05-08 17:34:39,180,1,orange juice,cold drinks & juices,30,37458.04,0.0034023971623649,9.0,3.07,0
3,263.7,2023-03-29 01:21:40,2023-03-29 01:41:40,2023-03-29 01:54:40,Slightly Delayed,4003.82,Wallet,chocolates,snacks & munchies,guha-subramaniam,263.7,405.69,35.0,90,22,61,13.0,4.9,Slightly Delayed,1,2,0,5,14019.67,2803.934,12,2024-10-27 10:52:42,8,1,chocolates,snacks & munchies,37,35240.66,0.003200987600629,13.0,4.9,0
2,179.08,2024-03-15 04:11:36,2024-03-15 04:27:36,2024-03-15 04:22:36,On Time,3673.81,Card,cola,cold drinks & juices,bhattacharyya plc,179.08,255.83,30.0,180,26,79,-5.0,1.78,On Time,4,4,0,1,3673.81,3673.81,2,2024-03-15 04:11:36,234,0,cola,cold drinks & juices,42,47446.06,0.0043096312543153,-5.0,1.78,0
3,186.08,2023-09-03 18:32:54,2023-09-03 18:52:54,2023-09-03 18:51:54,On Time,4228.99,Cash,frozen pizza,instant & frozen food,baral group,186.08,310.13,40.0,180,29,84,-1.0,1.97,On Time,18,6,1,3,9432.24,3144.08,7,2024-09-19 17:19:49,46,1,frozen pizza,instant & frozen food,34,37855.12,0.0034384648227452,-1.0,1.97,0
1,321.33,2024-01-27 19:44:55,2024-01-27 19:57:55,2024-01-27 20:06:55,Slightly Delayed,1867.01,Card,diapers,baby care,mahal group,321.33,459.04,30.0,365,27,58,9.0,2.18,Slightly Delayed,19,5,1,4,8451.94,2112.985,7,2024-01-27 19:44:55,282,1,diapers,baby care,46,46894.61,0.0042595418231762,9.0,2.18,0
3,545.0,2024-05-18 02:42:09,2024-05-18 02:57:09,2024-05-18 02:56:09,On Time,2112.07,Wallet,pet treats,pet care,"dyal, saraf and goel",545.0,838.46,35.0,365,28,72,-1.0,4.78,On Time,2,5,1,6,17552.69,2925.4483333333333,15,2024-05-18 02:42:09,170,1,pet treats,pet care,43,47806.99,0.0043424153297184,-1.0,4.78,0
2,888.16,2024-01-26 14:45:19,2024-01-26 15:04:19,2024-01-26 15:00:19,On Time,326.42,Card,potatoes,fruits & vegetables,"balan, patel and mall",888.16,1184.21,25.0,3,18,94,-4.0,2.33,On Time,14,4,0,3,8423.96,2807.986666666666,8,2024-03-11 16:11:01,238,1,potatoes,fruits & vegetables,29,29078.84,0.0026412957725728,-4.0,2.33,0
2,530.85,2024-02-01 20:59:31,2024-02-01 21:16:31,2024-02-01 21:19:31,On Time,3157.69,Card,pain reliever,pharmacy,"batra, sant and mandal",530.85,663.56,20.0,365,29,63,3.0,3.26,On Time,20,3,0,3,7604.15,2534.7166666666667,5,2024-02-01 20:59:31,276,1,pain reliever,pharmacy,50,64400.84,0.0058496716664811,3.0,3.26,0
2,765.76,2024-02-08 06:24:38,2024-02-08 06:44:38,2024-02-08 06:48:38,On Time,1659.86,Card,cough syrup,pharmacy,balan-madan,765.76,957.2,20.0,365,30,94,4.0,0.96,On Time,6,3,0,5,12130.09,2426.018,7,2024-09-09 13:42:16,56,1,cough syrup,pharmacy,56,54194.63,0.0049226188910956,4.0,0.96,0
3,671.55,2023-05-17 18:13:02,2023-05-17 18:26:02,2023-05-17 18:32:02,Slightly Delayed,44.35,Card,cat food,pet care,acharya ltd,671.55,1033.15,35.0,365,20,84,6.0,0.99,Slightly Delayed,18,2,0,1,44.35,44.35,3,2023-05-17 18:13:02,537,0,cat food,pet care,47,50834.73,0.0046174316942794,6.0,0.99,0
2,765.76,2023-07-24 08:49:59,2023-07-24 09:08:59,2023-07-24 09:23:59,Slightly Delayed,2704.64,Wallet,cough syrup,pharmacy,balan-madan,765.76,957.2,20.0,365,30,94,15.0,1.34,Slightly Delayed,8,0,0,1,2704.64,2704.64,2,2023-07-24 08:49:59,469,0,cough syrup,pharmacy,56,54194.63,0.0049226188910956,15.0,1.34,0
1,193.46,2023-03-25 18:31:16,2023-03-25 18:46:16,2023-03-25 18:50:16,On Time,2332.14,Card,detergent,household care,"parikh, oak and kara",193.46,257.95,25.0,365,24,58,4.0,1.16,On Time,18,5,1,3,4389.36,1463.12,4,2024-04-19 23:04:28,198,1,detergent,household care,37,47465.84,0.0043114279157496,4.0,1.16,0
3,309.62,2023-11-12 20:03:13,2023-11-12 20:17:13,2023-11-12 20:33:13,Significantly Delayed,2342.04,UPI,lotion,personal care,arora llc,309.62,476.34,35.0,365,22,90,16.0,4.53,Significantly Delayed,20,6,1,4,8718.880000000001,2179.7200000000003,9,2023-11-12 20:03:13,358,1,lotion,personal care,32,38190.14,0.0034688954351674,16.0,4.53,0
1,556.35,2023-04-26 17:45:53,2023-04-26 18:00:53,2023-04-26 17:59:53,On Time,4406.7,Wallet,nuts,snacks & munchies,karpe inc,556.35,855.92,35.0,90,28,98,-1.0,2.74,On Time,17,2,0,3,5875.049999999999,1958.35,5,2024-08-15 15:36:43,81,1,nuts,snacks & munchies,29,38306.46,0.0034794610397192,-1.0,2.74,0
1,80.25,2023-09-11 08:45:57,2023-09-11 08:59:57,2023-09-11 09:07:57,Slightly Delayed,866.17,Wallet,lotion,personal care,"roy, barad and de",80.25,123.46,35.0,365,12,67,8.0,3.91,Slightly Delayed,8,0,0,1,866.17,866.17,1,2023-09-11 08:45:57,420,0,lotion,personal care,32,47059.24,0.0042744955325759,8.0,3.91,0
2,134.69,2024-01-25 23:09:31,2024-01-25 23:29:31,2024-01-25 23:24:31,On Time,5253.79,Cash,rice,grocery & staples,tella-master,134.69,158.46,15.0,365,26,89,-5.0,1.5,On Time,23,3,0,1,5253.79,5253.79,2,2024-01-25 23:09:31,283,0,rice,grocery & staples,36,38233.04,0.0034727921376714,-5.0,1.5,0
1,832.06,2023-12-25 14:20:44,2023-12-25 14:34:44,2023-12-25 14:34:44,On Time,1116.17,Card,vitamins,pharmacy,kara-golla,832.06,1040.07,20.0,365,26,66,0.0,4.19,On Time,14,0,0,3,6344.320000000001,2114.773333333333,7,2024-04-11 04:03:43,207,1,vitamins,pharmacy,36,41548.05,0.0037739018758535,0.0,4.19,0
3,973.44,2024-06-26 14:28:44,2024-06-26 14:44:44,2024-06-26 14:48:44,On Time,88.43,Cash,ice cream,instant & frozen food,banerjee inc,973.44,1622.4,40.0,180,11,71,4.0,2.15,On Time,14,2,0,5,9590.72,1918.144,11,2024-06-26 14:28:44,131,1,ice cream,instant & frozen food,26,23142.3,0.0021020666284353,4.0,2.15,0
3,415.75,2024-04-10 16:28:04,2024-04-10 16:39:04,2024-04-10 16:42:04,On Time,3338.08,Card,pulses,grocery & staples,cherian-dara,415.75,489.12,15.0,365,14,83,3.0,4.66,On Time,16,2,0,3,10448.23,3482.7433333333333,7,2024-08-30 20:29:58,65,1,pulses,grocery & staples,52,47511.72,0.0043155952982878,3.0,4.66,0
3,675.46,2023-06-17 14:04:33,2023-06-17 14:18:33,2023-06-17 14:16:33,On Time,552.2,Cash,dog food,pet care,"lall, datta and swamy",675.46,1039.17,35.0,365,14,97,-2.0,4.94,On Time,14,5,1,2,4579.99,2289.995,6,2024-02-11 13:33:15,267,1,dog food,pet care,52,47204.39,0.0042876798302091,-2.0,4.94,0
3,769.24,2023-03-25 06:09:39,2023-03-25 06:28:39,2023-03-25 06:40:39,Slightly Delayed,1649.13,Cash,frozen biryani,instant & frozen food,som inc,769.24,1282.07,40.0,180,11,54,12.0,2.45,Slightly Delayed,6,5,1,2,2377.08,1188.54,6,2024-01-23 18:08:02,286,1,frozen biryani,instant & frozen food,44,35680.47,0.0032409365220349,12.0,2.45,0
3,325.08,2023-05-02 09:45:13,2023-05-02 10:04:13,2023-05-02 10:06:13,On Time,3461.4,UPI,pulses,grocery & staples,bose-pandit,325.08,382.45,15.0,365,24,60,2.0,2.05,On Time,9,1,0,4,10936.03,2734.0075,10,2024-07-10 18:08:38,117,1,pulses,grocery & staples,27,33729.7,0.0030637437401268,2.0,2.05,0
2,77.11,2024-04-10 04:21:01,2024-04-10 04:40:01,2024-04-10 04:39:01,On Time,4435.45,Card,toilet cleaner,household care,"gulati, ram and sarkar",77.11,102.81,25.0,365,13,70,-1.0,0.91,On Time,4,2,0,5,10673.67,2134.734,14,2024-07-23 18:36:20,104,1,toilet cleaner,household care,54,59128.56,0.0053707787369206,-1.0,0.91,0
1,422.87,2024-03-03 16:17:14,2024-03-03 16:31:14,2024-03-03 16:31:14,On Time,1591.23,UPI,cereal,dairy & breakfast,"gole, chand and dada",422.87,528.59,20.0,7,27,69,0.0,2.04,On Time,16,6,1,4,8016.13,2004.0325,8,2024-07-08 15:33:40,119,1,cereal,dairy & breakfast,40,50325.69,0.0045711944578535,0.0,2.04,0
3,264.89,2023-10-29 19:15:31,2023-10-29 19:30:31,2023-10-29 19:34:31,On Time,1835.2,UPI,orange juice,cold drinks & juices,chana llc,264.89,378.41,30.0,180,16,73,4.0,1.38,On Time,19,6,1,3,5122.46,1707.486666666667,7,2024-05-09 22:20:28,178,1,orange juice,cold drinks & juices,31,39548.44,0.0035922728480176,4.0,1.38,0
1,162.67,2024-01-31 08:46:13,2024-01-31 09:03:13,2024-01-31 09:02:13,On Time,3988.7,Wallet,detergent,household care,lalla-srinivasan,162.67,216.89,25.0,365,11,82,-1.0,4.44,On Time,8,2,0,4,12026.39,3006.5975,6,2024-05-13 16:07:25,175,1,detergent,household care,44,48561.17,0.0044109191780755,-1.0,4.44,0
3,274.25,2023-09-10 23:04:56,2023-09-10 23:19:56,2023-09-10 23:27:56,Slightly Delayed,2447.91,UPI,baby wipes,baby care,balakrishnan ltd,274.25,391.79,30.0,365,26,77,8.0,2.35,Slightly Delayed,23,6,1,3,7823.4,2607.8,6,2024-07-11 03:41:04,116,1,baby wipes,baby care,31,40717.59,0.0036984693452817,8.0,2.35,0
1,765.76,2024-08-04 21:00:58,2024-08-04 21:12:58,2024-08-04 21:14:58,On Time,4371.79,UPI,cough syrup,pharmacy,balan-madan,765.76,957.2,20.0,365,30,94,2.0,1.4,On Time,21,6,1,1,4371.79,4371.79,1,2024-08-04 21:00:58,91,0,cough syrup,pharmacy,56,54194.63,0.0049226188910956,2.0,1.4,0
2,672.73,2024-08-19 19:01:44,2024-08-19 19:14:44,2024-08-19 19:23:44,Slightly Delayed,215.65,Cash,toothpaste,personal care,kaur-gola,672.73,1034.97,35.0,365,25,81,9.0,4.97,Slightly Delayed,19,0,0,2,3395.52,1697.76,5,2024-08-19 19:01:44,77,1,toothpaste,personal care,35,41613.29,0.0037798277702909,9.0,4.97,0
2,864.3,2023-08-31 23:13:56,2023-08-31 23:28:56,2023-08-31 23:29:56,On Time,738.46,UPI,cough syrup,pharmacy,dalal plc,864.3,1080.37,20.0,365,23,65,1.0,4.75,On Time,23,3,0,4,10896.45,2724.1125,8,2024-08-10 17:23:00,86,1,cough syrup,pharmacy,29,28494.0,0.0025881734534008,1.0,4.75,0
3,160.07,2023-03-26 15:37:19,2023-03-26 15:47:19,2023-03-26 15:55:19,Slightly Delayed,1540.67,Wallet,toilet cleaner,household care,batta-doctor,160.07,213.43,25.0,365,23,96,8.0,3.89,Slightly Delayed,15,6,1,2,2152.71,1076.355,6,2023-05-19 13:40:04,535,1,toilet cleaner,household care,41,42167.0,0.0038301224822612,8.0,3.89,0
3,39.65,2023-08-14 18:23:06,2023-08-14 18:36:06,2023-08-14 18:35:06,On Time,2891.12,Card,lotion,personal care,sachdev group,39.65,61.0,35.0,365,23,71,-1.0,3.5,On Time,18,0,0,3,6189.47,2063.1566666666668,9,2023-12-06 20:58:03,333,1,lotion,personal care,43,50314.85,0.0045702098365215,-1.0,3.5,0
3,505.95,2023-08-30 11:52:03,2023-08-30 12:07:03,2023-08-30 12:11:03,On Time,874.78,Cash,potatoes,fruits & vegetables,"ramakrishnan, anand and khare",505.95,674.6,25.0,3,21,85,4.0,2.57,On Time,11,2,0,6,15737.29,2622.8816666666667,11,2024-11-02 11:49:30,2,1,potatoes,fruits & vegetables,23,31555.78,0.0028662817469416,4.0,2.57,0
1,942.37,2024-02-18 13:07:26,2024-02-18 13:21:26,2024-02-18 13:19:26,On Time,1435.56,Card,vitamins,pharmacy,sundaram inc,942.37,1177.96,20.0,365,14,53,-2.0,3.15,On Time,13,6,1,4,6364.07,1591.0175,9,2024-08-22 06:10:47,74,1,vitamins,pharmacy,55,52052.13,0.0047280108464577,-2.0,3.15,0
1,87.3,2024-05-02 00:22:28,2024-05-02 00:38:28,2024-05-02 00:38:28,On Time,1980.75,UPI,pain reliever,pharmacy,"apte, soman and raju",87.3,109.12,20.0,365,14,53,0.0,1.19,On Time,0,3,0,3,4470.11,1490.0366666666666,6,2024-05-14 16:20:19,174,1,pain reliever,pharmacy,31,37436.89,0.0034004760607807,0.0,1.19,0
1,825.46,2023-08-23 13:35:26,2023-08-23 13:55:26,2023-08-23 14:08:26,Slightly Delayed,2393.81,Cash,carrots,fruits & vegetables,uppal group,825.46,1100.61,25.0,3,24,90,13.0,3.16,Slightly Delayed,13,2,0,2,2502.84,1251.42,2,2024-07-26 07:24:16,101,1,carrots,fruits & vegetables,53,51561.49,0.004683444922994,13.0,3.16,0
3,878.8,2024-03-03 00:31:47,2024-03-03 00:46:47,2024-03-03 01:08:47,Significantly Delayed,4570.58,Wallet,dog food,pet care,"parekh, lad and kadakia",878.8,1352.0,35.0,365,13,75,22.0,2.97,Significantly Delayed,0,6,1,5,11243.23,2248.646,12,2024-07-17 19:35:11,110,1,dog food,pet care,37,46696.79,0.0042415733921889,22.0,2.97,0
1,326.42,2023-12-13 12:44:12,2023-12-13 13:01:12,2023-12-13 13:00:12,On Time,4702.15,UPI,lotion,personal care,"balan, samra and sekhon",326.42,502.18,35.0,365,22,64,-1.0,4.51,On Time,12,2,0,2,8079.95,4039.975,2,2024-05-31 20:17:20,157,1,lotion,personal care,39,48365.58,0.0043931533029526,-1.0,4.51,0
1,697.53,2024-02-09 07:52:50,2024-02-09 08:04:50,2024-02-09 08:05:50,On Time,2829.63,UPI,wheat flour,grocery & staples,nazareth ltd,697.53,820.62,15.0,365,29,95,1.0,2.53,On Time,7,4,0,4,14225.1,3556.275,6,2024-07-11 11:31:57,116,1,wheat flour,grocery & staples,53,52526.62,0.0047711098294683,1.0,2.53,0
3,738.46,2024-08-18 17:15:12,2024-08-18 17:35:12,2024-08-18 17:40:12,On Time,1892.3,UPI,cola,cold drinks & juices,khurana-dewan,738.46,1054.94,30.0,180,20,68,5.0,0.8,On Time,17,6,1,3,5757.45,1919.15,5,2024-08-18 17:15:12,78,1,cola,cold drinks & juices,43,40586.84,0.0036865930317058,5.0,0.8,0
3,230.58,2024-06-08 22:01:14,2024-06-08 22:11:14,2024-06-08 22:08:14,On Time,4359.64,Wallet,bread,dairy & breakfast,arya group,230.58,288.23,20.0,7,13,91,-3.0,2.84,On Time,22,5,1,5,10017.65,2003.53,9,2024-06-08 22:01:14,148,1,bread,dairy & breakfast,31,34060.94,0.0030938310067339,-3.0,2.84,0
2,422.23,2024-10-30 04:15:24,2024-10-30 04:34:24,2024-10-30 04:30:24,On Time,2054.4,Cash,cola,cold drinks & juices,rastogi inc,422.23,603.19,30.0,180,26,52,-4.0,4.13,On Time,4,2,0,4,8046.47,2011.6175,8,2024-10-30 04:15:24,5,1,cola,cold drinks & juices,25,21671.86,0.0019685032897388,-4.0,4.13,0
3,781.08,2024-06-11 01:55:09,2024-06-11 02:12:09,2024-06-11 02:13:09,On Time,4183.35,Card,potatoes,fruits & vegetables,chhabra-agrawal,781.08,1041.44,25.0,3,26,69,1.0,2.88,On Time,1,1,0,4,9616.06,2404.015,12,2024-06-11 01:55:09,146,1,potatoes,fruits & vegetables,33,37721.24,0.0034263042043012,1.0,2.88,0
3,912.29,2023-08-16 07:23:25,2023-08-16 07:43:25,2023-08-16 07:43:25,On Time,236.51,Cash,iced tea,cold drinks & juices,sastry-issac,912.29,1303.27,30.0,180,11,86,0.0,2.48,On Time,7,2,0,2,1947.05,973.525,6,2023-11-19 17:07:48,351,1,iced tea,cold drinks & juices,37,41649.9,0.0037831531380921,0.0,2.48,0
2,616.45,2023-07-09 09:53:02,2023-07-09 10:06:02,2023-07-09 10:28:02,Significantly Delayed,83.18,Cash,ice cream,instant & frozen food,mohan-virk,616.45,1027.42,40.0,180,11,58,22.0,0.53,Significantly Delayed,9,6,1,2,1282.15,641.075,5,2024-10-29 08:25:53,6,1,ice cream,instant & frozen food,43,45529.51,0.0041355467511878,22.0,0.53,0
3,160.07,2023-04-03 06:11:57,2023-04-03 06:22:57,2023-04-03 06:29:57,Slightly Delayed,3092.14,Wallet,toilet cleaner,household care,batta-doctor,160.07,213.43,25.0,365,23,96,7.0,4.52,Slightly Delayed,6,0,0,2,5182.139999999999,2591.07,5,2024-08-11 20:09:30,85,1,toilet cleaner,household care,41,42167.0,0.0038301224822612,7.0,4.52,0
1,426.72,2024-09-25 09:55:55,2024-09-25 10:09:55,2024-09-25 10:29:55,Significantly Delayed,465.24,Wallet,baby wipes,baby care,narula group,426.72,609.6,30.0,365,15,60,20.0,0.77,Significantly Delayed,9,2,0,3,2819.86,939.9533333333331,6,2024-10-17 13:13:23,18,1,baby wipes,baby care,36,47522.03,0.0043165317785399,20.0,0.77,0
3,934.75,2024-02-09 18:51:29,2024-02-09 19:09:29,2024-02-09 19:24:29,Slightly Delayed,3103.01,Card,onions,fruits & vegetables,ganesan ltd,934.75,1246.33,25.0,3,25,70,15.0,4.5,Slightly Delayed,18,4,0,4,9875.47,2468.8675000000003,7,2024-10-06 02:34:05,29,1,onions,fruits & vegetables,48,46419.82,0.0042164155904978,15.0,4.5,0
3,517.77,2024-04-13 05:06:04,2024-04-13 05:19:04,2024-04-13 05:45:04,Significantly Delayed,2903.44,Cash,vitamins,pharmacy,"pai, kashyap and ramachandran",517.77,647.21,20.0,365,16,85,26.0,2.64,Significantly Delayed,5,5,1,2,5890.389999999999,2945.195,6,2024-04-13 05:06:04,205,1,vitamins,pharmacy,43,50182.12,0.0045581536751377,26.0,2.64,0
1,877.43,2024-03-31 08:04:53,2024-03-31 08:22:53,2024-03-31 08:22:53,On Time,154.5,Card,onions,fruits & vegetables,agarwal-dhar,877.43,1169.91,25.0,3,21,71,0.0,3.94,On Time,8,6,1,1,154.5,154.5,1,2024-03-31 08:04:53,218,0,onions,fruits & vegetables,42,39946.37,0.0036284177157902,0.0,3.94,0
3,697.53,2024-04-12 17:09:51,2024-04-12 17:22:51,2024-04-12 17:31:51,Slightly Delayed,2778.63,Cash,wheat flour,grocery & staples,nazareth ltd,697.53,820.62,15.0,365,29,95,9.0,3.79,Slightly Delayed,17,4,0,3,8490.17,2830.056666666667,9,2024-05-21 17:41:24,167,1,wheat flour,grocery & staples,53,52526.62,0.0047711098294683,9.0,3.79,0
2,280.35,2024-07-04 21:42:31,2024-07-04 21:55:31,2024-07-04 22:03:31,Slightly Delayed,2023.82,UPI,biscuits,snacks & munchies,"andra, mander and kari",280.35,431.31,35.0,90,27,64,8.0,3.93,Slightly Delayed,21,3,0,1,2023.82,2023.82,2,2024-07-04 21:42:31,122,0,biscuits,snacks & munchies,23,20498.33,0.0018619089473239,8.0,3.93,0
1,96.33,2023-06-21 12:46:33,2023-06-21 13:05:33,2023-06-21 13:01:33,On Time,2855.48,Cash,chips,snacks & munchies,mann-kapadia,96.33,148.2,35.0,90,20,61,-4.0,4.5,On Time,12,2,0,4,9806.86,2451.715,6,2024-06-18 15:23:30,139,1,chips,snacks & munchies,39,49175.81,0.0044667482975883,-4.0,4.5,0
1,597.91,2024-04-06 03:39:44,2024-04-06 03:56:44,2024-04-06 04:05:44,Slightly Delayed,1447.21,Card,pet treats,pet care,dubey-sarin,597.91,919.86,35.0,365,28,73,9.0,0.87,Slightly Delayed,3,5,1,2,2464.31,1232.155,4,2024-04-06 03:39:44,212,1,pet treats,pet care,25,21095.61,0.0019161612193899,9.0,0.87,0
3,347.91,2023-09-09 04:46:10,2023-09-09 05:03:10,2023-09-09 05:15:10,Slightly Delayed,58.59,UPI,wheat flour,grocery & staples,memon-barad,347.91,409.31,15.0,365,14,85,12.0,2.81,Slightly Delayed,4,5,1,2,3748.98,1874.49,4,2023-09-09 04:46:10,422,1,wheat flour,grocery & staples,47,45450.27,0.0041283492055836,12.0,2.81,0
3,277.76,2023-08-18 05:36:14,2023-08-18 05:55:14,2023-08-18 06:05:14,Slightly Delayed,4116.32,UPI,toilet cleaner,household care,saha-vora,277.76,370.35,25.0,365,23,71,10.0,1.61,Slightly Delayed,5,4,0,1,4116.32,4116.32,3,2023-08-18 05:36:14,444,0,toilet cleaner,household care,36,35908.36,0.0032616362780641,10.0,1.61,0
1,552.2,2024-06-26 11:29:47,2024-06-26 11:40:47,2024-06-26 11:42:47,On Time,1012.79,Cash,butter,dairy & breakfast,shetty-bora,552.2,690.25,20.0,7,20,79,2.0,1.91,On Time,11,2,0,5,11683.54,2336.708,10,2024-06-26 11:29:47,131,1,butter,dairy & breakfast,37,47260.88,0.0042928109426672,2.0,1.91,0
3,726.41,2024-05-22 14:09:40,2024-05-22 14:27:40,2024-05-22 14:23:40,On Time,1920.42,Card,iced tea,cold drinks & juices,bhasin llc,726.41,1037.73,30.0,180,10,97,-4.0,4.95,On Time,14,2,0,3,5928.53,1976.1766666666665,9,2024-05-22 14:09:40,166,1,iced tea,cold drinks & juices,51,48739.05,0.0044270764144723,-4.0,4.95,0
2,22.04,2023-05-06 13:36:50,2023-05-06 13:50:50,2023-05-06 14:05:50,Slightly Delayed,959.01,Cash,frozen biryani,instant & frozen food,agate and sons,22.04,36.73,40.0,180,19,55,15.0,1.27,Slightly Delayed,13,5,1,1,959.01,959.01,2,2023-05-06 13:36:50,548,0,frozen biryani,instant & frozen food,34,27830.16,0.0025278753883588,15.0,1.27,0
1,90.56,2023-10-04 22:34:08,2023-10-04 22:51:08,2023-10-04 22:50:08,On Time,883.36,Cash,cough syrup,pharmacy,ram-suri,90.56,113.2,20.0,365,20,56,-1.0,3.84,On Time,22,2,0,4,3772.45,943.1125,5,2024-10-06 20:17:02,29,1,cough syrup,pharmacy,41,41177.13,0.0037402103865106,-1.0,3.84,0
2,77.11,2023-08-26 23:39:59,2023-08-26 23:49:59,2023-08-26 23:59:59,Slightly Delayed,918.58,UPI,toilet cleaner,household care,"gulati, ram and sarkar",77.11,102.81,25.0,365,13,70,10.0,1.0,Slightly Delayed,23,5,1,3,6952.04,2317.346666666667,5,2024-01-02 11:25:38,307,1,toilet cleaner,household care,54,59128.56,0.0053707787369206,10.0,1.0,0
1,127.08,2024-05-19 01:30:02,2024-05-19 01:47:02,2024-05-19 01:49:02,On Time,4747.5,Card,onions,fruits & vegetables,"wali, sood and bala",127.08,169.44,25.0,3,15,50,2.0,1.12,On Time,1,6,1,2,8699.3,4349.65,2,2024-05-19 01:30:02,169,1,onions,fruits & vegetables,39,42723.5,0.0038806706161426,2.0,1.12,0
3,326.42,2024-01-27 14:34:02,2024-01-27 14:47:02,2024-01-27 14:52:02,On Time,582.87,Card,lotion,personal care,"balan, samra and sekhon",326.42,502.18,35.0,365,22,64,5.0,1.75,On Time,14,5,1,3,4216.38,1405.46,8,2024-10-09 11:47:45,26,1,lotion,personal care,39,48365.58,0.0043931533029526,5.0,1.75,0
3,939.55,2024-02-11 04:22:54,2024-02-11 04:37:54,2024-02-11 04:35:54,On Time,1487.29,Cash,baby wipes,baby care,talwar and sons,939.55,1342.21,30.0,365,18,52,-2.0,1.96,On Time,4,6,1,1,1487.29,1487.29,3,2024-02-11 04:22:54,267,0,baby wipes,baby care,34,31992.01,0.0029059054889778,-2.0,1.96,0
2,16.86,2024-02-02 19:36:40,2024-02-02 19:56:40,2024-02-02 19:56:40,On Time,2273.81,Cash,orange juice,cold drinks & juices,toor-nagar,16.86,24.09,30.0,180,11,74,0.0,2.5,On Time,19,4,0,2,6692.84,3346.42,4,2024-02-02 19:36:40,276,1,orange juice,cold drinks & juices,30,37458.04,0.0034023971623649,0.0,2.5,0
1,307.23,2023-12-10 11:26:07,2023-12-10 11:44:07,2023-12-10 11:42:07,On Time,3762.13,UPI,frozen pizza,instant & frozen food,sachdev inc,307.23,512.05,40.0,180,20,94,-2.0,3.95,On Time,11,6,1,3,8890.55,2963.5166666666664,4,2023-12-10 11:26:07,330,1,frozen pizza,instant & frozen food,27,29885.46,0.0027145628628719,-2.0,3.95,0
3,37.8,2024-02-27 21:30:02,2024-02-27 21:42:02,2024-02-27 21:48:02,Slightly Delayed,2904.43,UPI,salt,grocery & staples,deshpande-rama,37.8,44.47,15.0,365,29,95,6.0,2.15,Slightly Delayed,21,1,0,3,4678.36,1559.4533333333331,6,2024-08-01 00:28:18,95,1,salt,grocery & staples,44,54833.82,0.0049806779417617,6.0,2.15,0
2,317.05,2024-09-14 10:42:22,2024-09-14 10:57:22,2024-09-14 10:57:22,On Time,2097.56,Wallet,popcorn,snacks & munchies,golla-luthra,317.05,487.77,35.0,90,28,87,0.0,1.07,On Time,10,5,1,2,7270.75,3635.375,4,2024-09-14 10:42:22,51,1,popcorn,snacks & munchies,37,40160.25,0.0036478449123303,0.0,1.07,0
2,697.53,2023-12-02 20:28:56,2023-12-02 20:44:56,2023-12-02 20:48:56,On Time,236.95,Wallet,wheat flour,grocery & staples,nazareth ltd,697.53,820.62,15.0,365,29,95,4.0,2.27,On Time,20,5,1,3,6618.49,2206.1633333333334,7,2024-10-06 06:59:00,29,1,wheat flour,grocery & staples,53,52526.62,0.0047711098294683,4.0,2.27,0
3,319.34,2023-11-20 04:03:06,2023-11-20 04:13:06,2023-11-20 04:08:06,On Time,3265.32,Wallet,cheese,dairy & breakfast,kapadia-d’alia,319.34,399.17,20.0,7,18,66,-5.0,4.94,On Time,4,0,0,4,15434.41,3858.6025,9,2024-10-12 11:58:44,23,1,cheese,dairy & breakfast,39,32543.36,0.0029559858368942,-5.0,4.94,0
3,127.08,2024-03-28 23:16:24,2024-03-28 23:30:24,2024-03-28 23:45:24,Slightly Delayed,1157.88,UPI,onions,fruits & vegetables,"wali, sood and bala",127.08,169.44,25.0,3,15,50,15.0,1.8,Slightly Delayed,23,3,0,6,15153.25,2525.5416666666665,13,2024-03-28 23:16:24,220,1,onions,fruits & vegetables,39,42723.5,0.0038806706161426,15.0,1.8,0
3,486.28,2024-08-10 23:44:45,2024-08-11 00:04:45,2024-08-11 00:28:45,Significantly Delayed,1338.81,Card,pet treats,pet care,"mani, dhar and muni",486.28,748.12,35.0,365,21,68,24.0,2.47,Significantly Delayed,23,5,1,3,5836.56,1945.52,5,2024-11-03 11:37:13,1,1,pet treats,pet care,49,36616.57,0.0033259645689826,24.0,2.47,0
1,209.59,2024-09-16 12:33:23,2024-09-16 12:46:23,2024-09-16 12:48:23,On Time,3361.56,Cash,tomatoes,fruits & vegetables,barad and sons,209.59,279.45,25.0,3,10,51,2.0,4.2,On Time,12,0,0,3,7368.82,2456.273333333333,6,2024-09-16 12:33:23,49,1,tomatoes,fruits & vegetables,31,50912.39,0.0046244857249662,2.0,4.2,0
